AZIENDE SUDDIVISE PER CODICE ATECO,Anno,"ATECO 2007
codice","ATECO 2007
descrizione",FORNITORI,CLIENTI,DIPENDENTI,COMUNITA' LOCALI,AZIONISTI,MEDIA,PUBBLICA AMMINISTRAZIONE,ASSOCIAZIONI DI CATEGORIA,ISTITUTI FINANZIARI,SUPPLY CHAIN,COMUNITA' FINANZIARIA,ENTI REGOLATORI,SCUOLE- UNIVERSITA' E CENTRI DI RICERCA,FRANCHISEE & AGENTI,ONG,AUTORITA' DI VIGILANZA E CONTROLLO,AGRICOLTORI ,TERZO SETTORE,COMPETITORS,PARTNER COMMERCIALI E AMBIENTE,ORGANIZZATORI DI FIERE  COMMERCIALI ,DESIGNER E ARCHITETTI ,AGENTI E DISTRIBUTORI ,SUDDIVISIONE STAKEHOLDER INTERNI/ESTERNI,DESCRIZIONE PROCESSO DI ATTRIBUZIONE DI RILEVANZA DEGLI STAKEHOLDER,DESCRIZIONE PROCESSO DI COINVOLGIMENTO,PROCESSO COLLABORATIVO/NON COLLABORATIVO,QUESTIONARI,INTERVISTE,FOCUS GROUP,WORKSHOP,GROUP MEETING,SURVEY ONLINE,INCONTRI PERIODICI,CONFERENCE CALL,VISITE IN LOCO,SEMINARI ,CONFERENZE,INTRANET AZIENDALE ,NEWSLETTERS,COMUNICATI STAMPA,RAPPORTI CON AGRICOLTORI,ROADSHOW,APPLICAZIONE STANDARD AA1000,SEZIONE DEDICATA ALLA DESCRIZIONE DEL PROCESSO DI ENGAGEMENT                        ,NUMERO PAGINE DEDICATE ALLA DESCRIZIONE DEL PROCESSO                  ,GRI,ESRS,SASB,VALUE REPORTING FOUNDATION
"INFRASTRUTTURE WIRELESS ITALIANE S.P.A. O, IN FORMA ABBREVIATA, INWIT S.P.A.",2023,619099,Altre attività connesse alle telecomunicazioni nca,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"INFRASTRUTTURE WIRELESS ITALIANE S.P.A. O, IN FORMA ABBREVIATA, INWIT S.P.A.",2024,619099,Altre attività connesse alle telecomunicazioni nca,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"INIZIATIVE BRESCIANE - INBRE - S.P.A., O, PER BREVITA', ANCHE SOLO INBRE - S.P.A.",2022,351100,Produzione di energia elettrica,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"INIZIATIVE BRESCIANE - INBRE - S.P.A., O, PER BREVITA', ANCHE SOLO INBRE - S.P.A.",2023,351100,Produzione di energia elettrica,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"INIZIATIVE BRESCIANE - INBRE - S.P.A., O, PER BREVITA', ANCHE SOLO INBRE - S.P.A.",2024,351100,Produzione di energia elettrica,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0
INNOVATEC S.P.A.,2022,642000,Attività delle società di partecipazione (holding),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0
INNOVATEC S.P.A.,2023,642000,Attività delle società di partecipazione (holding),1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
INNOVATEC S.P.A.,2024,642000,Attività delle società di partecipazione (holding),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0
INTERCOS S.P.A.,2022,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
INTERCOS S.P.A.,2023,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
INTERCOS S.P.A.,2024,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
INTERPUMP GROUP S.P.A.,2022,282999,Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0
INTERPUMP GROUP S.P.A.,2023,282999,Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
INTERPUMP GROUP S.P.A.,2024,282999,Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,2,0,1,0,0
INTRED S.P.A.,2022,611000,Telecomunicazioni fisse,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
INTRED S.P.A.,2023,611000,Telecomunicazioni fisse,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
INTRED S.P.A.,2024,611000,Telecomunicazioni fisse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IRCE S.P.A.,2022,273200,Fabbricazione di altri fili e cavi elettrici ed elettronici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IRCE S.P.A.,2023,273200,Fabbricazione di altri fili e cavi elettrici ed elettronici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IRCE S.P.A.,2024,273200,Fabbricazione di altri fili e cavi elettrici ed elettronici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
IREN S.P.A.,2022,350000,"Fornitura di energia elettrica, gas, vapore e aria condizionata",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
IREN S.P.A.,2023,350000,"Fornitura di energia elettrica, gas, vapore e aria condizionata",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
IREN S.P.A.,2024,350000,"Fornitura di energia elettrica, gas, vapore e aria condizionata",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ITALGAS S.P.A.,2022,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALGAS S.P.A.,2023,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALGAS S.P.A.,2024,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
ITALIAN EXHIBITION GROUP S.P.A.,2022,823000,Organizzazione di convegni e fiere,1,1,1,1,1,0,1,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0
ITALIAN EXHIBITION GROUP S.P.A.,2023,823000,Organizzazione di convegni e fiere,0,0,0,0,0,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ITALIAN EXHIBITION GROUP S.P.A.,2024,823000,Organizzazione di convegni e fiere,1,1,1,1,1,0,1,1,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ITALIAN WINE BRANDS S.P.A. O IN FORMA ABBREVIATA IWB SPA,2022,642000,Attività delle società di partecipazione (holding),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALIAN WINE BRANDS S.P.A. O IN FORMA ABBREVIATA IWB SPA,2023,642000,Attività delle società di partecipazione (holding),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITALIAN WINE BRANDS S.P.A. O IN FORMA ABBREVIATA IWB SPA,2024,642000,Attività delle società di partecipazione (holding),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITALMOBILIARE SOCIETA' PER AZIONI O IN FORMA ABBREVIATA ITALMOBILIARE SPA,2022,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
ITALMOBILIARE SOCIETA' PER AZIONI O IN FORMA ABBREVIATA ITALMOBILIARE SPA,2023,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),1,1,1,1,1,0,1,1,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0
ITALMOBILIARE SOCIETA' PER AZIONI O IN FORMA ABBREVIATA ITALMOBILIARE SPA,2024,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),1,1,1,1,1,1,1,1,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
ITALY INNOVAZIONI S.P.A.,2022,749099,Altre attività professionali nca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ITALY INNOVAZIONI S.P.A.,2023,749099,Altre attività professionali nca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ITALY INNOVAZIONI S.P.A.,2024,749099,Altre attività professionali nca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
ITWAY S.P.A.,2022,620200,Consulenza nel settore delle tecnologie dell'informatica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0
ITWAY S.P.A.,2023,620200,Consulenza nel settore delle tecnologie dell'informatica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITWAY S.P.A.,2024,620200,Consulenza nel settore delle tecnologie dell'informatica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVISION TECH S.P.A.,2022,325050,Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVISION TECH S.P.A.,2023,325050,Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVISION TECH S.P.A.,2024,325050,Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUVENTUS F.C. - S.P.A. O JUVENTUS FOOTBALL CLUB S.P.A.,2022,931200,Attività di club sportivi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUVENTUS F.C. - S.P.A. O JUVENTUS FOOTBALL CLUB S.P.A.,2023,931200,Attività di club sportivi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JUVENTUS F.C. - S.P.A. O JUVENTUS FOOTBALL CLUB S.P.A.,2024,931200,Attività di club sportivi,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,3,1,0,0,0
KME GROUP S.P.A.,2022,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
KME GROUP S.P.A.,2023,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
KME GROUP S.P.A.,2024,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
LANDI RENZO S.P.A.,2022,293209,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANDI RENZO S.P.A.,2023,293209,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANDI RENZO S.P.A.,2024,293209,Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEONARDO - SOCIETA' PER AZIONI,2022,303009,"Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi nca",1,1,1,1,1,1,1,1,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1
LEONARDO - SOCIETA' PER AZIONI,2023,303009,"Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi nca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LEONARDO - SOCIETA' PER AZIONI,2024,303009,"Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi nca",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,4,1,0,1,1
LEONE FILM GROUP S.P.A.,2022,591300,"Attività di distribuzione cinematografica, di video e di programmi televisivi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEONE FILM GROUP S.P.A.,2023,591300,"Attività di distribuzione cinematografica, di video e di programmi televisivi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEONE FILM GROUP S.P.A.,2024,591300,"Attività di distribuzione cinematografica, di video e di programmi televisivi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
LONGINO & CARDENAL - S.P.A.,2022,463920,"Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
LONGINO & CARDENAL - S.P.A.,2023,463920,"Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONGINO & CARDENAL - S.P.A.,2024,463920,"Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOTTOMATICA GROUP S.P.A.,2022,642000,Attività delle società di partecipazione (holding),1,1,1,1,1,0,1,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOTTOMATICA GROUP S.P.A.,2023,642000,Attività delle società di partecipazione (holding),1,1,1,1,1,0,1,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOTTOMATICA GROUP S.P.A.,2024,642000,Attività delle società di partecipazione (holding),1,1,1,1,1,0,1,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LU-VE - S.P.A.,2022,282500,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU-VE - S.P.A.,2023,282500,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi,1,1,1,1,1,1,1,1,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU-VE - S.P.A.,2024,282500,Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUCISANO MEDIA GROUP S.P.A.,2022,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUCISANO MEDIA GROUP S.P.A.,2023,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUCISANO MEDIA GROUP S.P.A.,2024,701000,Attività delle holding impegnate nelle attività gestionali (holding operative),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIRE S.P.A.,2022,642000,Attività delle società di partecipazione (holding),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIRE S.P.A.,2023,642000,Attività delle società di partecipazione (holding),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIRE S.P.A.,2024,642000,Attività delle società di partecipazione (holding),1,1,1,0,1,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
MAPS S.P.A.,2022,620200,Consulenza nel settore delle tecnologie dell'informatica,1,1,1,1,1,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAPS S.P.A.,2023,620200,Consulenza nel settore delle tecnologie dell'informatica,1,1,1,1,1,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAPS S.P.A.,2024,620200,Consulenza nel settore delle tecnologie dell'informatica,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,2,1,1,0,0
MARE ENGINEERING GROUP S.P.A. IN BREVE MARE GROUP S.P.A.,2022,620100,Produzione di software non connesso all'edizione,1,1,1,1,1,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MARE ENGINEERING GROUP S.P.A. IN BREVE MARE GROUP S.P.A.,2023,620100,Produzione di software non connesso all'edizione,1,1,1,1,1,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MARE ENGINEERING GROUP S.P.A. IN BREVE MARE GROUP S.P.A.,2024,620100,Produzione di software non connesso all'edizione,1,1,1,1,1,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0
MARR S.P.A.,2022,469000,Commercio all'ingrosso non specializzato,1,1,1,1,1,0,1,1,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0
MARR S.P.A.,2023,469000,Commercio all'ingrosso non specializzato,1,1,1,1,1,0,1,1,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MARR S.P.A.,2024,469000,Commercio all'ingrosso non specializzato,1,1,1,1,1,0,1,1,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MARZOCCHI POMPE S.P.A.,2022,281200,Fabbricazione di apparecchiature fluidodinamiche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARZOCCHI POMPE S.P.A.,2023,281200,Fabbricazione di apparecchiature fluidodinamiche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARZOCCHI POMPE S.P.A.,2024,281200,Fabbricazione di apparecchiature fluidodinamiche,0,0,0,0,0,0,0,0,0,0,Err:522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/2,0,0,0,0
